,token
650,"['갈비', '활용', '떡갈비', '아이', '간식', '것', '대', '표고버섯', '양파', '당근', '마늘', '가래떡', '간장', '스푼', '참기름', '머스터드소스', '첩', '설탕', '대파', '단', '전분가', '빵가루']"
651,"['피카츄', '돈', '까스', '이거', '초딩', '분식집', '원', '거', '데', '이게', '떡꼬치', '다음', '말', '그때', '맛', '너겟', '번', '재연', '아이', '간식', '치킨', '꼬지', '추억', '소스', '올리고당', '고추장', '마늘']"
652,"['목', '우촌', '동그랑땡', '이용', '깐풍기', '간식', '추천', '메뉴', '깐', '풋고추', '술', '식용유', '소스', '마늘', '고추', '간장', '설탕', '식초', '물']"
653,"['동파육', '삼겹살', '덩어리', '통째', '간장', '중국', '대표', '음식', '중', '하나', '정석', '팔각', '산초', '등', '향신료', '필요', '집', '소스', '감칠맛', '나', '말복', '보', '양식', '홈', '메이드', '표고버섯', '식초', '티스푼', '고기', '쿠르트', '껍질', '양파', '된장', '스푼', '마늘', '커피', '월계수', '잎', '장', '생강', '톨', '대파', '조림', '컵', '물', '생강술', '맛술', '굴', '매실', '청', '황설탕', '올리고당', '후추', '약간']"
654,"['족발', '만능', '간장', '방법', '이용', '마트', '돼지', '족', '콜라겐', '여성', '음식', '저', '단백질', '보충', '시간', '주말', '진간장', '청량', '고추', '마늘']"
655,"['밥', '걸', '가족', '인기', '간식', '가지', '식사', '요기', '끼니', '피자', '돈', '까스', '냉동', '돈가스', '치즈', '빨강', '파프리카', '노랑', '양파', '느타리버섯']"
656,"['치킨', '맛', '소스', '일품', '깐', '풍치', '순', '조각', '양파', '파프리카', '청양', '고추', '식용유', '약간', '간장', '숟갈', '물', '식초', '설탕']"
657,"['베이비', '채소', '허니', '머스터드', '소스', '포테이토', '치킨', '한입', '오감', '만족', '아이', '건강', '간식', '어른', '맥주', '안주', '닭', '가슴살', '통조림', '감자', '당근', '소금', '후추', '마늘', '술']"
658,"['겨자', '맛', '닭', '가슴살', '샐러드', '마요네즈', '무침', '장', '오', '이', '미니', '파프리카', '술', '꿀', '식초', '씨', '후추', '약간']"
659,"['김치', '잡채', '만남', '이색', '당면', '봉지', '정도', '풋고추', '파프리카', '양파', '당근', '줄기', '쪽', '간장', '술', '굴', '소스', '설탕', '참기름', '후추', '통깨', '약간']"
660,"['비오', '날', '감자', '채전', '야식', '계란', '체다', '치즈', '장', '감자전', '술', '소금', '집', '후추']"
661,"['제', '프로그램', '중', '하나', '백종원', '삼', '대', '천', '왕', '편', '떡볶이', '침', '신혼', '집', '군산', '눈', '콩나물', '잡채', '당면', '줌', '오', '이', '채', '밴댕이', '마리', '양파', '껍질', '다시마', '조각', '육수', '고춧가루', '고추장', '양념장', '설탕', '깻가루', '깨소금', '참기름']"
662,"['단호박', '냉장고', '조금', '견과', '딸기', '청', '건더기', '찜', '통', '컵', '모차렐라', '치즈', '호두', '반쪽', '아몬드', '술', '잣', '해바라기', '씨', '각종', '적당량']"
663,"['식감', '일본', '대표', '양배추', '오', '코노', '미야키', '간식', '안주', '적채', '양파', '알', '새우', '가쓰오부시', '부침', '가루', '컵', '달걀', '포도', '씨', '연두', '순']"
664,"['림프', '박스', '저', '갈릭', '버터', '새우', '혼자', '마늘', '올리브유', '후추', '소금', '설탕']"
665,"['외출', '요즘', '날씨', '신경', '날', '기분', '몸', '건', '얼마', '전', '비', '음식', '해물', '파전', '부추', '김치전', '동그랑땡', '것', '기름', '모습', '군침', '저', '술', '오징어', '비안', '마리', '단', '양파', '청양', '고추', '튀김', '가루', '컵', '부침', '물', '간장', '식초']"
666,"['집', '칠리', '새우', '칠', '리', '대하', '마리', '계란', '흰자', '전분가', '식용유', '컵', '양파', '간장', '시판', '칠리소스', '케첩', '소금', '후추', '설탕', '물', '고추']"
667,"['요즘', '해산물', '철', '가리비', '찜', '맛', '제철', '팩', '소금', '솔', '초고추장']"
668,"['캘리포니아', '롤', '오징어', '순대']"
669,"['자연산', '대하', '버터', '구이', '새우', '천일염']"
670,"['몸', '토마토', '채소', '건', '사용', '것', '초스피드', '식사', '계란', '볶음', '아침', '대파', '크기', '맛', '간장', '굴', '소스', '맛소금', '후추', '식용유', '약간']"
671,"['여러분', '이제', '달걀찜', '신세계', '거', '누구', '상상', '유부', '비아', '조합', '기대', '봉박', '두우', '인기', '반찬', '대림', '선', '어린이', '초밥', '해표', '소금', '계란']"
672,"['시중', '판매', '이색', '만두', '계란', '집', '당면', '당근', '부추', '청양', '고추', '간장', '맛술', '후추', '소금']"
673,"['면발', '쫄면', '갑', '음식', '사리', '것', '방법', '아이', '입맛', '맥주', '안주', '부침개', '거기', '떡꼬치', '소스', '인분', '삶', '물', '부피', '배', '이상', '식용유', '당량', '참기름', '테이블스푼', '고추장', '매실', '청', '간', '마늘', '티스푼', '꿀', '아가', '베', '설탕', '소금', '멸치', '액젓', '통깨', '마지막']"
674,"['가래떡', '고추장', '식사', '전', '애피타이저', '국물', '떡볶이', '외국인', '친구', '추천', '메뉴', '떡', '볶음', '고구마', '부', '고추기름', '마늘', '고춧가루', '물엿', '케첩', '굴', '소스', '설탕', '소주', '소금', '식용유', '당량', '선택', '은행']"
675,"['요즘', '라이스페이퍼', '춘권', '피', '이용', '말이', '저', '집', '만두피', '햄', '치즈', '말', '장', '슬라이스', '피자', '케첩', '칠리소스']"
676,"['가라아게', '치킨', '일본식', '닭다리', '튀김', '거', '순', '진간장', '술', '소금', '집', '설탕', '미림', '후춧가루', '생강가루', '계란', '전분가', '적당량', '식용유']"
677,"['맛', '보장', '굴', '소스', '야식', '술안주', '밥반찬', '재료비', '얼마', '손님', '접대용', '봅', '대패', '삼겹살', '숙주', '볶음', '숙주나물', '봉지', '대파', '뿌리', '팽이버섯', '청양', '고추', '마늘', '아빠', '맛술', '미림', '후추', '티스푼', '통깨', '약간']"
678,"['비', '사람', '전', '느타리버섯', '오징어', '부추', '비오', '날', '막걸리', '단', '팩', '홍고추', '小', '마리', '계란', '부침', '가루', '물', '소금', '집', '해바라기', '유', '술']"
679,"['냉동실', '닭다리', '살', '제', '것', '추정', '정확', '기억', '뜻', '달', '듯', '이상', '집', '사용', '식', '타령', '구이', '저', '에어', '프라이어', '프라이팬', '간장', '미림', '매실', '액', '설탕', '마늘', '굴', '소스', '후춧가루', '로즈마리', '줄기']"
680,"['야식', '소고기', '구이', '소금', '허브', '술', '센불', '마늘', '버섯', '육즙', '부채살', '느타리버섯', '덩이', '솔트', '적당량', '초금', '당량', '올리브유']"
681,"['이금기', '몽골리안', '비프', '소스', '이용한', '떡볶이', '구입', '것', '맛', '갈릭', '폭', '립', '등갈비', '오븐', '바베큐', '역쉬', '제', '갈비', '허니', '청주', '컵', '후추', '술', '훈제', '파프리카', '가루', '허브']"
682,"['아이', '뼈', '닭발', '가족', '야식', '파티', '건', '초스피드', '땐', '볶음', '양파', '대파', '약간', '고추장', '술', '고춧가루', '간장', '매실', '액', '올리고당', '참기름', '마늘', '후추']"
683,"['오랜만', '야식', '배', '추전', '배추', '장', '부침', '가루', '종이컵', '컵', '소금', '청양', '고추', '물']"
684,"['시간', '것', '울', '딸', '가을', '가능', '칼로리', '오리', '두부', '찜', '모', '오', '리', '슬라이스', '양파', '당근', '오이', '고추', '소금', '후춧가루', '우유', '생수', '컵']"
685,"['맥주', '찰떡궁합', '술안주', '겸', '별미', '간식', '깐', '새우', '냉동', '쌀가루', '감자', '전분', '양파', '당근', '소금', '후추', '소스', '맛술', '술', '간장', '설탕', '식초', '감자전']"
686,"['비', '날', '파전', '생각', '해물', '건데요', '저희', '야식', '간식', '술안주', '음식', '부침', '가루', '컵', '물', '쪽파', '부추', '오징어', '마리', '새우', '계란', '액젓', '용량', '스푼']"
687,"['에어', '프라이어', '전복', '버터', '구이', '프라이', '마늘', '티스푼', '맛소금', '약간']"
688,"['여름', '비', '비오', '날씨', '게', '그것', '부침개', '날', '대령', '부침', '가루', '물', '부추', '줌', '양파', '오징어', '마리', '대파', '약간']"
689,"['아기', '반찬', '오징어', '볶음', '간장', '마리', '양파', '애호박', '당근', '마늘', '들기름', '애간장', '올리고당', '굴', '소스', '깨', '약간']"
690,"['아기', '반찬', '소불고기', '필요', '요거', '밥', '고기', '양파', '폭풍', '흡입', '불고기', '거리', '근', '사과', '분', '진파', '줌', '간장', '술', '올리고당', '참기름', '통깨', '마늘']"
691,"['반찬', '아기', '닭고기', '버섯볶음', '닭', '가슴살', '표고버섯', '양파', '달걀', '육수', '물']"
692,"['베베', '토끼', '맘', '평소', '저', '브로콜리', '미음', '생각', '일', '치양', '밥솥', '이유식', '초기', '쌀가루', '물']"
693,"['며칠', '전', '파머', '시마', '켓', '사온', '야채', '잡채', '돼지고기', '스팸', '사용', '칼라', '풀', '양파', '당면', '파프리카', '양배추', '간장', '깨소금', '설탕', '참기름']"
694,"['들깨', '버섯', '수제비', '갈치구이', '반찬', '유아', '살', '식단', '식', '국물', '밀가루', '물', '식용유', '소금', '약간']"
695,"['저녁', '메뉴', '닭볶음탕', '정성', '저장', '황금', '집', '맛집', '닭', '야채', '감자', '고구마', '양파', '당근', '대파', '대', '청양', '고추', '멸치', '육수', '고추장', '고춧가루', '간장', '컵', '물엿', '설탕', '맛술', '액젓', '굴', '소스', '마늘', '생강', '후추', '약간']"
696,"['해물', '오징어', '새우젓', '특별', '과정', '집', '게', '전', '장점', '줄', '요약', '만큼', '남자', '분', '초보', '아이', '친절', '빈대떡', '고전', '룰', '해산물', '것', '데일리', '뭐', '간', '식구', '연발', '소금', '달걀', '술', '물', '컵', '마리', '쪽파', '줌', '밀가루', '양파', '미나리', '당근', '고추', '부침', '기름', '약간']"
697,"['어묵', '재탄생', '안주', '간식', '꼬치', '사각', '대파', '청양', '고추', '달걀', '물', '고추장', '술', '고춧가루', '간장', '설탕', '올리고당', '마늘', '맛술', '후춧가루', '약간']"
698,"['여름', '이젠', '아침', '저녁', '찬바람', '초가을', '영양', '밥상', '알토란', '김하진', '가지구이', '무침', '면역력', '가지', '양파', '간장', '식초', '마늘', '설탕', '깨소금', '청양', '고추', '식용유', '홍고추', '부추']"
699,"['휴게소', '유', '뷰', '우동', '날', '비오', '국물', '유부', '사누', '끼우', '동면', '인분', '장', '쑥갓', '대파', '대', '김', '디', '포리', '건', '새우', '다시마', '조각', '술', '양파', '설탕', '스푼', '통깨', '티스푼', '생강', '쪽', '소금']"
700,"['설날', '수미', '반찬', '황태', '구이', '활용', '황', '태포', '청양', '고추', '홍고추', '파', '다시마', '육수', '컵', '양조간장', '술', '고춧가루', '고추장', '설탕', '마늘', '참기름', '통깨', '약간']"
701,"['소고기', '양지', '계란', '물', '당면', '면국', '이', '과정', '만큼', '국', '이국', '나', '주식', '곰탕', '맛', '한우', '취향', '고명', '대파', '약간', '육수', '컵', '월계수', '잎', '장', '통후추', '알', '대', '밥숟가락', '계량', '국간', '마늘', '소금', '후추']"
702,"['가족', '한우', '소고기', '버섯전골', '수저', '정도', '것', '거기', '술', '덕담', '희망', '사항', '추석', '명절', '느타리버섯', '표고버섯', '양파', '대파', '대', '청양', '고추', '육수', '사용', '물', '파뿌리', '다시마', '장', '표고', '밑동', '딴것', '모두', '진간장', '마늘', '생강', '맛술', '매실', '청', '설탕', '깨소금', '참기름', '후추']"
703,"['언니', '끼', '남편', '반응', '소불고기', '팽이버섯', '봉지', '송이버섯', '두부', '봉', '양파', '소스', '설탕', '소주', '컵', '유', '미림', '간장', '양념장', '계란', '알']"
704,"['명절', '너', '부담', '음식', '소꼬리', '찜', '특별', '추석', '분', '보양', '식', '꼬리곰탕']"
705,"['주전', '궁', '상민', '편', '스키야키', '번', '일본', '가정', '식', '뚝배기', '불고기', '목심', '대패', '삼', '겹', '타리', '버섯', '덩이', '양파', '대파', '마늘', '깻잎', '장', '국수', '장시', '물', '설탕']"
706,"['직장', '점심', '메뉴', '위', '할만', '비주얼', '맛', '칭찬', '돈', '까스', '김치', '나베', '장', '배추김치', '양파', '대파', '대', '계란', '식용유', '약간', '물', '마늘', '설탕', '고춧가루', '국간', '김칫국']"
